清洗后名称,标准名称,部位（一级）,部位（二级）,部位,检查方式,特征,性别
TCT(液基薄片细胞学检查),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT(液基薄片细胞学检查)(),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT(液基博片细胞学检查),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT(液基细胞学检查),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT(液基细胞学检查):宫颈癌细胞检查,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT薄层液基细胞学检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT薄层液基细胞学检测(妇科诊室),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT宫颈癌筛查,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT宫颈液基薄层细胞检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT宫颈液基薄层细胞学检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT宫颈液基细胞薄片术,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT宫颈液基细胞学,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT宫颈液基细胞学A,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT宫颈液基细胞学B,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检侧,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测(162),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测(三),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测(外送),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测(外送项目),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测(液基薄层),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测(液基薄层细胞学),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测(已婚项目),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测(赠送),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检测W,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检查,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT检,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基薄层细胞检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基薄层细胞检测-411室,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基薄层细胞学检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基薄层细胞学检测(礼包),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基薄片,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基薄片(女性),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,女
TCT液基薄片(送检)(已婚女),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,女
TCT液基薄片(外送),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基薄片(已婚女),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,女
TCT液基薄片(已婚女性),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,女
TCT液基薄片1,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基薄片2,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基细胞涂片检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT液基细胞涂片检测(AY),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT置换宫颈涂片,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
TCT置换宫颈涂片(大连),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
VIPTCT(宫颈细胞分子生物学检测),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
VIP妇科检查,（妇科）常规检查,,,妇科,常规检查,,
VTCT(宫颈细胞分子生物学检测),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
Y液基细胞学(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
‖TCT,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
薄层液基细胞检查(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
不用液基薄层(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
常规妇检,（妇科）常规检查,,,妇科,常规检查,,
常规妇检(已婚女),（妇科）常规检查,,,妇科,常规检查,,女
常规妇检(已婚女性),（妇科）常规检查,,,妇科,常规检查,,女
常规妇检(赠送),（妇科）常规检查,,,妇科,常规检查,,
常规检查体检费(一般检查)妇科(医保),（妇科）常规检查,,,妇科,常规检查,,
超薄细胞学检测(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
慈铭-TCT,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
慈铭-妇科常规检查,（妇科）常规检查,,,妇科,常规检查,,
慈铭-妇科一般检查,（妇科）常规检查,,,妇科,常规检查,,
慈铭-宫颈刮片,（宫颈）刮片,,,宫颈,刮片,,
慈铭-宫颈液基薄层细胞学检测(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
慈铭-尿液脱落细胞学检查,脱落细胞学,,,,脱落细胞学,尿液,
电子阴道镜,（阴道）电子阴道镜,,,阴道,电子阴道镜,,
电子阴道镜检查,（阴道）电子阴道镜,,,阴道,电子阴道镜,,
电子阴道镜检查A,（阴道）电子阴道镜,,,阴道,电子阴道镜,,
非妇科液基细胞学检测,非妇科液基细胞学,,,,非妇科液基细胞学,,
妇?检查,（妇科）常规检查,,,妇科,常规检查,,
妇检,（妇科）常规检查,,,妇科,常规检查,,
妇检(医保),（妇科）常规检查,,,妇科,常规检查,,
妇检(医保项目),（妇科）常规检查,,,妇科,常规检查,,
妇检(阴道分泌物常规),（阴道分泌物）常规检查,,,阴道分泌物,常规检查,,
妇检基础检查,（妇科）常规检查,,,妇科,常规检查,,
妇科,（妇科）常规检查,,,妇科,常规检查,,
妇科:常规检查,（妇科）常规检查,,,妇科,常规检查,,
妇科:宫颈脱落细胞检测(宫颈刮片),（宫颈）刮片,,,宫颈,刮片,,
妇科?查,（妇科）常规检查,,,妇科,常规检查,,
妇科?规检查,（妇科）常规检查,,,妇科,常规检查,,
妇科?规检查(已婚),（妇科）常规检查,,,妇科,常规检查,,
妇科(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
妇科(常规检查),（妇科）常规检查,,,妇科,常规检查,,
妇科(宫颈刮片),（宫颈）刮片,,,宫颈,刮片,,
妇科(团),（妇科）常规检查,,,妇科,常规检查,,
妇科(液基薄层检测TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
妇科(已婚)宫颈脱落细胞检测(刮片),（宫颈）刮片,,,宫颈,刮片,,
妇科(已婚)液基薄层细胞学检测(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
妇科(指检),（妇科）常规检查,,,妇科,常规检查,指检,
妇科LCT,（妇科）宫颈液基细胞学LCT,,,妇科,宫颈液基细胞学LCT,,
妇科TCT+HPV,（妇科）TCT|HPV,,,妇科,TCT|HPV,,
妇科-TCT薄层液基细胞学检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
妇科-TCT检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
妇科白带常规检查,（白带）常规检查,,,白带,常规检查,,
妇科常规,（妇科）常规检查,,,妇科,常规检查,,
妇科常规?查(已婚),（妇科）常规检查,,,妇科,常规检查,,
妇科常规(青啤),（妇科）常规检查,,,妇科,常规检查,,
妇科常规(省),（妇科）常规检查,,,妇科,常规检查,,
妇科常规(外阴|阴道|宫颈|,（外阴|阴道|宫颈）常规检查,,,外阴|阴道|宫颈,常规检查,,
妇科常规检查,（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(?婚),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(58),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(本地),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(大连),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(赣州),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(含一次性用品),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(绵阳),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(三),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(未婚女|孕禁),（妇科）常规检查,,,妇科,常规检查,,女
妇科常规检查(已婚),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(已婚项目),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查(赠送),（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查+白带常规,（妇科|白带）常规检查,,,妇科|白带,常规检查,,
妇科常规检查+电子阴道镜,（妇科）常规检查|电子阴道镜,,,妇科,常规检查|电子阴道镜,,
妇科常规检查W,（妇科）常规检查,,,妇科,常规检查,,
妇科常规检查电子阴道镜,（妇科）常规检查|电子阴道镜,,,妇科,常规检查|电子阴道镜,,
妇科常规内诊检查,（妇科）常规检查,,,妇科,常规检查,,
妇科常规指检,（妇科）常规检查,,,妇科,常规检查,指检,
妇科-宫颈刮片,（宫颈）刮片,,,宫颈,刮片,,
妇科宫颈涂片,（宫颈）涂片,,,宫颈,涂片,,
妇科-宫颈脱落检测,（宫颈）脱落细胞学,,,宫颈,脱落细胞学,,
妇科基础检查,（妇科）常规检查,,,妇科,常规检查,,
妇科基础检查(059),（妇科）常规检查,,,妇科,常规检查,,
妇科基础检查(经期勿检),（妇科）常规检查,,,妇科,常规检查,,
妇科检?,（妇科）常规检查,,,妇科,常规检查,,
妇科检查,（妇科）常规检查,,,妇科,常规检查,,
妇科检查?已婚),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(?婚),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(162),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(2),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(210-1房间),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(217房间),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(2T),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(310房间),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(407\410),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(7Y),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(801房间),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(DE),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(不用),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(常规),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(常规检查),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(常规检查|白带检查),（妇科|白带）常规检查,,,妇科|白带,常规检查,,
妇科检查(电子阴道镜),（妇科）电子阴道镜,,,妇科,电子阴道镜,,
妇科检查(附件),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(肛诊),（妇科）常规检查,,,妇科,常规检查,肛诊,
妇科检查(宫颈刮片),（宫颈）刮片,,,宫颈,刮片,,
妇科检查(含一次性耗材),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(含一次性耗材)3楼,（妇科）常规检查,,,妇科,常规检查,,
妇科检查(含一次性用品),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(女宾310),（妇科）常规检查,,,妇科,常规检查,,女
妇科检查(女宾区),（妇科）常规检查,,,妇科,常规检查,,女
妇科检查(女宾区310),（妇科）常规检查,,,妇科,常规检查,,女
妇科检查(女已婚项目),（妇科）常规检查,,,妇科,常规检查,,女
妇科检查(平安),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(弃用),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(青啤),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(套餐),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(外阴|阴道|子宫颈|妇科常规),（外阴|阴道|子宫颈）常规检查,,,外阴|阴道|子宫颈,常规检查,,
妇科检查(未婚),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(未婚|经期不做),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(未婚禁),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(未婚女|孕禁),（妇科）常规检查,,,妇科,常规检查,,女
妇科检查(未婚女|孕禁)-411室,（妇科）常规检查,,,妇科,常规检查,,女
妇科检查(新),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(需签字),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(延期),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(延期)(女宾区),（妇科）常规检查,,,妇科,常规检查,,女
妇科检查(一次性器材),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(一次性用品),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(已婚),（妇科）常规检查,,,妇科,常规检查,,
妇科检查(已婚女性),（妇科）常规检查,,,妇科,常规检查,,女
妇科检查(阴道镜),（妇科）阴道镜,,,妇科,阴道镜,,
妇科检查(赠送),（妇科）常规检查,,,妇科,常规检查,,
妇科检查2(妇科|阴道镜),（妇科）阴道镜,,,妇科,阴道镜,,
妇科检查2(妇科|阴道镜成像),（妇科）阴道镜,,,妇科,阴道镜,,
妇科检查A,（妇科）常规检查,,,妇科,常规检查,,
妇科检查B,（妇科）常规检查,,,妇科,常规检查,,
妇科检查K,（妇科）常规检查,,,妇科,常规检查,,
妇科检查N,（妇科）常规检查,,,妇科,常规检查,,
妇科检查V,（妇科）常规检查,,,妇科,常规检查,,
妇科检查W,（妇科）常规检查,,,妇科,常规检查,,
妇科内诊,（妇科）常规检查,,,妇科,常规检查,,
妇科内诊(赠送),（妇科）常规检查,,,妇科,常规检查,,
妇科普检,（妇科）常规检查,,,妇科,常规检查,,
妇科液基细胞学检测(LCT),（妇科）宫颈液基细胞学LCT,,,妇科,宫颈液基细胞学LCT,,
妇科液基细胞学检测(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
妇科液基细胞学检测LCT,（妇科）宫颈液基细胞学LCT,,,妇科,宫颈液基细胞学LCT,,
妇科液基细胞学检测TCT,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
妇科液基细胞学检测TCT(外送),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
妇科一般常规检查,（妇科）常规检查,,,妇科,常规检查,,
妇科一般检查,（妇科）常规检查,,,妇科,常规检查,,
妇科一般检查(女性),（妇科）常规检查,,,妇科,常规检查,,女
妇科一般检查A,（妇科）常规检查,,,妇科,常规检查,,
宫颈(TCT)新,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈(TCT检测),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈TCT,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈TCT(艾诺),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈TCT(外送项目),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈TCT(液基薄层细胞检测),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈TCT检测,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈TCT检测(液基薄层),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈TCT检测(已婚),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈TCT检查,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈癌筛查TCT(液基薄层检测),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈癌早期筛查(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈癌早起筛查二项(HPV+TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈癌肿瘤筛查(不含TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈超薄细胞检测(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈超薄细胞检测TCT,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈超薄细胞学检测(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈超薄细胞学检测TCT,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈防癌刮片(巴氏分级),（宫颈）刮片,,,宫颈,刮片,巴氏,
宫颈防癌检查(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈刮?,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(7Y),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(巴氏法),（宫颈）刮片,,,宫颈,刮片,巴氏,
宫颈刮片(巴氏分级),（宫颈）刮片,,,宫颈,刮片,巴氏,
宫颈刮片(本地),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(绵阳),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(女宾310),（宫颈）刮片,,,宫颈,刮片,,女
宫颈刮片(女宾区310),（宫颈）刮片,,,宫颈,刮片,,女
宫颈刮片(批量团检),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(批量团检)(外),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(省),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(团),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(外),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(外送),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(外送项目),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(新),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(延期),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(已婚项目),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(已婚项目)(不用),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片(荧光),（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片+病理检查,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片+材料,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片-411室,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片A,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片HPV-DNA检测,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片SS,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片W,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片病理检查,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片换成TCT,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈刮片检查,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片升级(TCT)-活动,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈刮片升级TCT,（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈刮片升级宫颈液基薄层(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
宫颈刮片-外送,（宫颈）刮片,,,宫颈,刮片,,
宫颈刮片细胞学检查,（宫颈）刮片,,,宫颈,刮片,,
宫颈基薄层(延期),（宫颈）液基薄层细胞学,,,宫颈,液基薄层细胞学,,
宫颈涂片,（宫颈）涂片,,,宫颈,涂片,,
宫颈涂片(AY),（宫颈）涂片,,,宫颈,涂片,,
宫颈脱落细胞(TCT),（妇科）宫颈液基细胞学TCT,,,妇科,宫颈液基细胞学TCT,,
